Do you consent to participate in this study?,"Section 1: Core Focus
Q1. On average, how long can you stay focused on a single task before getting distracted?",Q2. What distracts you most often during the day? (Select up to 3. If 'Other' please specify.),Q3. How often do you feel frustrated because you canâ€™t stay focused long enough to finish important tasks?,Q4 How often do you feel drained even on days you havent worked,Q5. How often do you feel busy all day but accomplish little of real importance?,"Section 3: Values Alignment
Q6. To what extent do you feel your daily tasks align with your personal values?","Q7. When your work or activities reflect your values, how does it affect your focus?","Section 4: Coping & Behaviors
Q8. Which strategies do you currently use to manage distractions? (Select all that apply)","Section 5: Open Reflection
Q9. If you could change one thing to improve your ability to focus, what would it be? (Open text)",Q10. Whatâ€™s one word that best describes how you feel when you lose focus? (Open text),"Section 6: Demographics
Q11. What is your age?",Q12. What is your gender?,Q13. What is your current employment status?,Q14. Which country/region do you live in?,Q15 Do you feel confident you could name your top 3 values,"Q16a. Please try listing up to 3 values that are most important to you. Don't worry if youâ€™re not sure, just write what comes to mind.",Q16b. Please list a second personal value (Value 2 â€“ optional),Q16c. Please list a third personal value (Value 3 â€“ optional),Started at,Completed at,Reviewed at,Archived at,Time taken,Age,Sex,Ethnicity simplified,Country of residence,Nationality,Language,Employment status
"Yes, I consent",More than 30 minutes,"Email or messaging apps, Social media scrolling, Colleagues, family, or friends",Sometimes,Rarely,Sometimes,Neutral,Neutral,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",To not be so attached to my mobile phone at times,annoyed,45 - 54,Female,Other,scotland,Somewhat,honesty,hard work,family,2025-09-03T09:08:52.275000Z,2025-09-03T09:14:12.552000Z,,2025-09-03T09:14:12.929711Z,321,51,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",5â€“10 minutes,"Email or messaging apps, Multitasking / switching tasks, Colleagues, family, or friends",Sometimes,Sometimes,Often,Not aligned at all,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise",Moving to a room which stops people from distracting me at work,Frustrated ,35 - 44,Male,Employed full-time,Australia ,Somewhat,"Cooperation, Supporting one another, always upskilling/learning new skills",The ability to be inbiased,,2025-09-03T09:09:07.916000Z,2025-09-03T09:14:17.056000Z,,2025-09-03T09:14:18.172310Z,310,40,Male,Mixed,Australia,Australia,English,Full-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Sometimes,Often,Somewhat aligned,I feel somewhat more focused,Working in quiet spaces,stop worrying about future things that will probably not be as bad as im thinking ,annoyed,25 - 34,Female,Employed part-time,United Kingdom,Somewhat,honesty,respectful,loyal,2025-09-03T09:09:27.687000Z,2025-09-03T09:14:10.659000Z,,2025-09-03T09:14:11.054744Z,283,30,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",11â€“20 minutes,Internal thoughts/worries,Rarely,Often,Sometimes,Neutral,I feel somewhat more focused,Working in quiet spaces,I would like more uninterrupted sleep,stressed,55 +,Male,Other,North East England,Somewhat,"Honesty,",Integrity,Loyalty,2025-09-03T09:09:34.756000Z,2025-09-03T09:14:17.179000Z,,2025-09-03T09:14:17.566609Z,283,60,Male,White,United Kingdom,United Kingdom,English,Other
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Often,Often,Sometimes,Somewhat aligned,No noticeable difference,"Silencing notifications, Working in quiet spaces","Have more self control over the things I do or use, like controlling my use of social media. It really affects me because there are so many things I'd like to accomplish but factors such as this or technology in general prohibit me from focusing.",Frustrated,18 - 24,Female,Unemployed,United States,Somewhat,Honesty,Morality,Loyalty,2025-09-03T09:09:59.590000Z,2025-09-03T09:14:14.404000Z,,2025-09-03T09:14:15.100351Z,255,22,Female,Other,United States,United States,Spanish,Unemployed (and job seeking)
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Multitasking / switching tasks",Often,Often,Sometimes,Very strongly aligned,No noticeable difference,"Silencing notifications, Working in quiet spaces","Being able to push through the distraction and stay focused (I used to be able to do that, but have lost it!)",Frustration!,45 - 54,Female,Employed part-time,Scotland,Somewhat,Integrity,Faithfulness,Creativity,2025-09-03T09:10:21.830000Z,2025-09-03T09:14:15.594000Z,,2025-09-03T09:14:15.996708Z,234,53,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps",Rarely,Sometimes,Sometimes,Neutral,I feel somewhat more focused,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise","I'm pretty good at focusing but I suppose not being contactable at all times would help a lot, as there's always something else that needs my attention.",frustrated,45 - 54,Male,Self-employed,UK,Not really,family,loyalty,honesty,2025-09-03T09:10:11.240000Z,2025-09-03T09:13:56.712000Z,,2025-09-03T09:13:57.116675Z,226,49,Male,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Social media scrolling",Rarely,Almost always,Sometimes,Neutral,I feel somewhat more focused,Working in quiet spaces,quiet office with no background chat,frustrated,25 - 34,Female,Employed part-time,United Kingdom - North West,Somewhat,Honesty ,Kindness,Integrity,2025-09-03T09:10:02.853000Z,2025-09-03T09:14:22.314000Z,,2025-09-03T09:14:22.873663Z,260,33,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Often,Often,Often,Neutral,I feel somewhat more focused,"Silencing notifications, Scheduling focus time / using timers",less phone addiction,guilty,45 - 54,Female,Employed part-time,uk,Yes definitely,kindness,humour,understanding,2025-09-03T09:09:59.954000Z,2025-09-03T09:14:05.375000Z,,2025-09-03T09:14:05.733185Z,246,53,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Social media scrolling",Rarely,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Work somewhere quiet where I know there will be no distractions.,Frustrated.,35 - 44,Male,Employed full-time,England,Somewhat,Kind,Polite,Hard working,2025-09-03T09:08:59.229000Z,2025-09-03T09:14:21.508000Z,,2025-09-03T09:14:21.895133Z,323,42,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,Multitasking / switching tasks,Sometimes,Often,Often,Somewhat misaligned,I feel much more focused and energized,Working in quiet spaces,less financial stress thats causes insomnia,frazzled,55 +,Female,Self-employed,england,Somewhat,"truth, compassion, unity",creativity,caring for nature,2025-09-03T09:10:00.036000Z,2025-09-03T09:14:31.583000Z,,2025-09-03T09:14:32.073743Z,272,65,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Sometimes,Sometimes,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise","I'd probably leave my phone at home, if possible. But even then I don't think it would help hugely, I'd probably find another way to distract myself, but at least it would be a start.",Frustrating,35 - 44,Male,Employed full-time,United Kingdom,Somewhat,Honesty,Logic,Friendliness,2025-09-03T09:10:32.960000Z,2025-09-03T09:14:27.327000Z,,2025-09-03T09:14:27.698931Z,235,35,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Sometimes,Rarely,Often,Somewhat aligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Forcefully remove distractions.,Frustration.,25 - 34,Male,Self-employed,USA,Somewhat,"Freedom, Creativity, Relaxation",,,2025-09-03T09:11:59.913000Z,2025-09-03T09:14:22.281000Z,,2025-09-03T09:14:23.566606Z,143,27,Male,Asian,United States,United States,Vietnamese,Unemployed (and job seeking)
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Sometimes,Often,Often,Somewhat aligned,I feel somewhat more focused,Aligning tasks with personal priorities or values,Have less tasks to do,Lost,35 - 44,Female,Employed part-time,UK,Somewhat,Honesty,Loyalty,Kindness,2025-09-03T09:11:00.608000Z,2025-09-03T09:14:21.772000Z,,2025-09-03T09:14:22.163511Z,202,43,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Social media scrolling",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces",Less work email traffic of lower importance.,Distracted,35 - 44,Male,Employed full-time,England,Yes definitely,Honesty,Trust,Dedication,2025-09-03T09:11:49.835000Z,2025-09-03T09:14:41.893000Z,,2025-09-03T09:14:42.302932Z,173,41,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Often,Almost always,Almost always,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Taking breaks / exercise",I would change the volume of the workspace in which I work,Frustrated ,25 - 34,Female,Employed part-time,England ,Not really,"High welfare standards, loyalty, compassion ",,,2025-09-03T09:11:24.644000Z,2025-09-03T09:14:26.008000Z,,2025-09-03T09:14:26.744984Z,182,33,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",5â€“10 minutes,"Email or messaging apps, Multitasking / switching tasks, Colleagues, family, or friends",Often,Sometimes,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",I would remove the ability to contact me directly at any time.,Frustrated,35 - 44,Female,Employed full-time,Wales,Somewhat,"positive, family focused, efficient",,,2025-09-03T09:10:44.293000Z,2025-09-03T09:14:25.276000Z,,2025-09-03T09:14:25.717271Z,221,39,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Often,Often,Sometimes,Neutral,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values","Allow myself deep focus on my tasks so I can immerse properly, which my lifestyle does not permit at present (family responsibilities mean I need to jump from bitty task to bitty task). ",frustrated,35 - 44,Female,Self-employed,England,Yes definitely,Honesty,Compassion,Creativity,2025-09-03T09:11:03.520000Z,2025-09-03T09:14:14.294000Z,,2025-09-03T09:14:14.654592Z,191,41,Female,White,United Kingdom,Germany,German,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Colleagues, family, or friends",Sometimes,Often,Often,Somewhat aligned,I feel somewhat more focused,Taking breaks / exercise,Having a more dedicated space just for me,Flustered ,45 - 54,Female,Employed full-time,Wales,Somewhat,Healthiness ,Compassion,Fairness,2025-09-03T09:11:08.705000Z,2025-09-03T09:14:33.083000Z,,2025-09-03T09:14:33.466498Z,205,50,Female,White,United Kingdom,Canada,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Email or messaging apps, Colleagues, family, or friends",Often,Sometimes,Often,Neutral,Neutral,"Silencing notifications, Taking breaks / exercise","I know it sounds rather extreme, but I would prefer to use a different laptop to perform focus work on that has no messaging apps installed - I would set myself to ""focus time"" on my ""main"" device and close the lid. Unfortunately that is not possible and if I were unavailable for hours on end, there would be operational issues!",Frustrated,45 - 54,Male,Employed full-time,United Kingdom,Yes definitely,Honesty,Integrity,Commitment,2025-09-03T09:09:18.042000Z,2025-09-03T09:14:29.425000Z,,2025-09-03T09:14:29.840396Z,312,47,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Colleagues, family, or friends",Sometimes,Sometimes,Sometimes,Neutral,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",probably removing all technology such as phones and constant reminders and notifications,frustrated,35 - 44,Female,Employed full-time,UK,Somewhat,"family, ",honesty,kindness,2025-09-03T09:11:10.800000Z,2025-09-03T09:14:32.940000Z,,2025-09-03T09:14:33.306682Z,203,41,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Background noise / environment, Internal thoughts/worries",Often,Often,Sometimes,Somewhat aligned,I feel somewhat more focused,"Scheduling focus time / using timers, Working in quiet spaces, Aligning tasks with personal priorities or values",I wish I was less focused on myself and my appearance when trying to focus on what I am doing in public spaces,defeated,18 - 24,Female,Student,UK,Somewhat,University,Health,Family,2025-09-03T09:11:51.186000Z,2025-09-03T09:14:28.261000Z,,2025-09-03T09:14:28.654392Z,158,19,Female,White,United Kingdom,Latvia,English,Part-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Never,Often,Sometimes,Somewhat aligned,I feel somewhat more focused,None of the above,Have less things to do,overwhelmed,35 - 44,Male,Employed full-time,United States,Somewhat,family,faith,finances,2025-09-03T09:10:51.107000Z,2025-09-03T09:14:32.236000Z,,2025-09-03T09:14:32.615007Z,222,43,Male,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,Background noise / environment,Sometimes,Almost always,Sometimes,Neutral,Neutral,None of the above,Get more restful sleep.,Tired,35 - 44,Male,Unemployed,United States ,Not really,"Honesty, sincerity, humility ",Humor ,Conviction ,2025-09-03T09:11:10.451000Z,2025-09-03T09:14:42.997000Z,,2025-09-03T09:14:43.414630Z,213,42,Male,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Colleagues, family, or friends",Sometimes,Often,Often,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Stop external distractions,Being disturbed by animals needing attention,55 +,Male,Employed full-time,England,Not really,Able to work hard,don't panic in emergencies,,2025-09-03T09:09:51.423000Z,2025-09-03T09:14:39.291000Z,,2025-09-03T09:14:39.669747Z,288,57,Male,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",5â€“10 minutes,"Social media scrolling, Background noise / environment, Internal thoughts/worries",Often,Almost always,Often,Neutral,I feel somewhat more focused,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces",The ability to be able to focus more without thinking about other things or needing to check my phone. ,Frustrated,25 - 34,Female,Employed part-time,UK - Scotland ,Somewhat,Trust,Honesty,Kindness,2025-09-03T09:11:07.509000Z,2025-09-03T09:14:34.568000Z,,2025-09-03T09:14:34.954406Z,208,25,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",11â€“20 minutes,"Email or messaging apps, Multitasking / switching tasks, Background noise / environment",Often,Often,Often,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers",Blocking communication from other team members so they don't distract me with requests and force me to switch attention. ,frustrated,55 +,Female,Employed full-time,Australia,Not really,Achievement,Creativity,Acquistion of knowledge,2025-09-03T09:10:07.847000Z,2025-09-03T09:14:40.343000Z,,2025-09-03T09:14:40.766940Z,273,65,Female,White,Australia,Australia,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks, Colleagues, family, or friends",Often,Often,Almost always,Neutral,Neutral,"Taking breaks / exercise, Aligning tasks with personal priorities or values",Designated times to get stuff done,Annoyed ,35 - 44,Female,Unemployed,Wales,Not really,Family,Respect,Love ,2025-09-03T09:11:45.608000Z,2025-09-03T09:14:39.068000Z,,2025-09-03T09:14:39.477330Z,174,43,Female,White,United Kingdom,United Kingdom,English,Unemployed (and job seeking)
